Product Name,Original Price,Discounted Price
"CPU AMD RYZEN 7 5700G (3.8GHZ UPTO 4.6GHZ / 20MB / 8 CORES, 16 THREADS / 65W / SOCKET AM4)",9.099.000₫,4.999.000₫
"CPU AMD RYZEN 7 8700G (4.2GHZ UPTO 5.1GHZ / 24MB / 8 CORES, 16 THREADS / 65W / SOCKET AM5)",10.999.000₫,7.699.000₫
"CPU AMD RYZEN 5 5600GT (3.6GHZ UPTO 4.6GHZ / 19MB / 6 CORES, 12 THREADS / 65W / SOCKET AM4)",4.999.000₫,3.449.000₫
"CPU AMD RYZEN 5 5600X (3.7 GHZ UPTO 4.6GHZ / 35MB / 6 CORES, 12 THREADS / 65W / SOCKET AM4)",7.299.000₫,3.499.000₫
"CPU AMD RYZEN 7 5800X3D (3.4 GHZ UPTO 4.5GHZ / 100MB / 8 CORES, 16 THREADS / 105W / SOCKET AM4)",10.999.000₫,8.599.000₫
"CPU AMD RYZEN 3 3200G (3.6GHZ TURBO UP TO 4.0GHZ, 4 NHÂN 4 LUỒNG, 4MB CACHE, RADEON VEGA 8, 65W) - SOCKET AMD AM4",3.299.000₫,1.899.000₫
CPU AMD RYZEN THREADRIPPER 7970X (4.0HZ UP TO 5.3GHZ/160MB/32 CORES 64 THREADS/350W/SOCKET STR5),0,71.999.000₫
CPU AMD RYZEN THREADRIPPER 7980X (3.2GHZ UP TO 5.1GHZ/324MB/64 CORES 128 THREADS/350W/SOCKET STR5),0,142.799.000₫
"CPU AMD RYZEN THREADRIPPER PRO 5975WX (3.6 GHZ UPTO 4.5GHZ / 146MB / 32 CORES, 64 THREADS / 280W / SOCKET SWRX8)",99.000.000₫,91.999.000₫
"CPU AMD RYZEN 3 4100 (3.8 GHZ TURBO UPTO 4.0GHZ / 11MB / 4 CORES, 8 THREADS / 65W / SOCKET AM4)",2.499.000₫,1.779.000₫
"CPU AMD RYZEN 9 7900 (3.7 GHZ UPTO 5.4GHZ / 76MB / 12 CORES, 24 THREADS / 65W / SOCKET AM5)",13.799.000₫,10.499.000₫
"CPU AMD RYZEN 7 7700 (3.8 GHZ UPTO 5.3GHZ / 40MB / 8 CORES, 16 THREADS / 65W / SOCKET AM5)",10.899.000₫,8.899.000₫
CPU AMD RYZEN THREADRIPPER PRO 7995WX (2.5GHZ UP TO 5.1GHZ/486MB/96 CORES 192 THREADS/350W/SOCKET STR5),0,292.999.000₫
